"species_code","scientific_name","common_name","is_resident","breeding_quality","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end","has_trends","trends_season","trends_region","trends_start_year","trends_end_year","trends_start_date","trends_end_date","rsquared","beta0"
"seaspa","Ammospiza maritima","Seaside Sparrow",FALSE,"3",2022-05-17,2022-08-16,"3",2022-12-06,2022-03-22,"3",2022-08-23,2022-11-29,"3",2022-03-29,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-16",0.784338937378478,1.09331686955152
"sedwre","Cistothorus platensis","Grass Wren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sedwre1","Cistothorus stellaris","Sedge Wren",FALSE,"3",2022-06-07,2022-06-28,"3",2022-11-29,2022-03-15,"3",2022-07-05,2022-11-22,"3",2022-03-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","06-28",0.871017814594119,0.229937518884725
"semplo","Charadrius semipalmatus","Semipalmated Plover",FALSE,"2",2022-06-21,2022-06-28,"3",2022-12-06,2022-03-08,"3",2022-07-05,2022-11-29,"3",2022-03-15,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"semsan","Calidris pusilla","Semipalmated Sandpiper",FALSE,"3",2022-06-21,2022-06-21,"3",2022-11-15,2022-03-01,"3",2022-06-28,2022-11-08,"3",2022-03-08,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"shbcuc1","Chrysococcyx lucidus","Shining Bronze-Cuckoo",FALSE,"3",2022-10-25,2022-02-01,"2",2022-04-12,2022-07-26,"2",2022-02-08,2022-04-05,"2",2022-08-02,2022-10-18,NA,NA,NA,TRUE,"breeding","aus_nz",2013,2021,"10-25","02-01",0.779583307732803,1.17388839211039
"shbdow","Limnodromus griseus","Short-billed Dowitcher",FALSE,"2",2022-06-07,2022-06-14,"3",2022-10-25,2022-03-15,"3",2022-07-26,2022-10-18,"3",2022-03-22,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"10-25","03-15",0.678789124592336,0.407464139120062
"shbpig","Patagioenas nigrirostris","Short-billed Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sheowl","Asio flammeus","Short-eared Owl",FALSE,"2",2022-06-07,2022-08-30,"2",2022-12-27,2022-02-22,"2",2022-09-27,2022-11-15,"2",2022-03-01,2022-05-10,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","02-22",0.811809905414673,0.697223936819082
"shicow","Molothrus bonariensis","Shiny Cowbird",FALSE,"3",2022-10-18,2022-12-27,"3",2022-03-22,2022-08-16,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","south_america",2015,2022,"10-18","12-27",0.749825992274872,0.238534808555257
"shshaw","Accipiter striatus","Sharp-shinned Hawk",FALSE,"3",2022-05-31,2022-07-19,"2",2022-11-29,2022-03-01,"3",2022-07-26,2022-11-22,"2",2022-03-08,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-19",0.866419295493296,0.0564876679624791
"shtgro","Tympanuchus phasianellus","Sharp-tailed Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-13","04-19",0.754478898996158,1.5767666870332
"shthaw","Buteo brachyurus","Short-tailed Hawk",FALSE,"3",2022-05-17,2022-08-16,"3",2022-11-22,2022-02-15,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","08-16",0.678293030738553,0.287921163727023
"shttre1","Certhia brachydactyla","Short-toed Treecreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sicswi1","Chaetura meridionalis","Sick's Swift",FALSE,"3",2022-09-13,2022-02-22,"2",2022-06-14,2022-07-26,"2",2022-03-01,2022-06-07,"2",2022-08-02,2022-09-06,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"silgul2","Chroicocephalus novaehollandiae","Silver Gull",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-12-06,2022-03-22,TRUE,"resident","aus_nz",2013,2021,"11-15","03-08",0.75172007192129,0.304432164598955
"siltea1","Spatula versicolor","Silver Teal",FALSE,"3",2022-09-20,2022-05-10,"3",2022-05-17,2022-09-13,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"09-20","05-10",0.628487209832074,0.957902211419786
"silver3","Zosterops lateralis","Silvereye",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"12-06","04-26",0.820450033315699,0.168994327420842
"sittan1","Tangara icterocephala","Silver-throated Tanager",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"slaant1","Myrmotherula schisticolor","Slaty Antwren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sltred","Myioborus miniatus","Slate-throated Redstart",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-29","03-01",0.774779742365075,-0.0155373327200047
"smbani","Crotophaga ani","Smooth-billed Ani",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2014,2021,"10-25","03-22",0.840819648156127,0.206161348635472
"snakit","Rostrhamus sociabilis","Snail Kite",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"09-27","12-06",0.572845837840561,0.409214841409563
"snobun","Plectrophenax nivalis","Snow Bunting",FALSE,"2",2022-06-07,2022-06-28,"2",2022-12-27,2022-02-22,"2",2022-10-25,2022-12-20,"2",2022-03-01,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","02-22",0.812598921681556,0.0415729881524648
"snoegr","Egretta thula","Snowy Egret",FALSE,"3",2022-05-03,2022-07-05,"3",2022-11-29,2022-03-08,"3",2022-08-02,2022-11-22,"3",2022-03-15,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","07-05",0.798247765008341,0.628032122295865
"snogoo","Anser caerulescens","Snow Goose",FALSE,"3",2022-06-07,2022-08-02,"3",2022-12-27,2022-01-18,"3",2022-08-09,2022-12-20,"3",2022-01-25,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-27","01-18",0.774931739452206,0.606760074428363
"snoowl1","Bubo scandiacus","Snowy Owl",FALSE,"2",2022-06-14,2022-09-06,"2",2022-12-13,2022-03-01,"2",2022-09-13,2022-12-06,"2",2022-03-08,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-13","03-01",0.812811923544194,0.747286508334904
"snoplo5","Anarhynchus nivosus","Snowy Plover",FALSE,"3",2022-06-21,2022-06-28,"3",2022-10-25,2022-02-22,"3",2022-07-05,2022-10-18,"3",2022-03-01,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","06-28",0.727220088897781,0.867618097081408
"soater1","Sterna hirundinacea","South American Tern",FALSE,"3",2022-12-06,2022-03-22,"2",2022-07-12,2022-07-26,"3",2022-03-29,2022-07-05,"3",2022-08-02,2022-11-29,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"12-06","03-22",0.483573451635166,1.23343721349214
"socfly1","Myiozetetes similis","Social Flycatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","05-10",0.899357664420549,-0.078824487683424
"soioys1","Haematopus finschi","South Island Oystercatcher",FALSE,"3",2022-08-02,2022-12-27,"3",2022-02-01,2022-06-07,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"solsan","Tringa solitaria","Solitary Sandpiper",FALSE,"3",2022-06-07,2022-06-14,"3",2022-11-22,2022-02-08,"3",2022-06-21,2022-11-15,"3",2022-02-15,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sonspa","Melospiza melodia","Song Sparrow",FALSE,"3",2022-05-31,2022-07-12,"3",2022-12-06,2022-02-15,"3",2022-08-09,2022-11-29,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-12",0.906108851903129,-0.0591455857503645
"soogro1","Dendragapus fuliginosus","Sooty Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"03-08","05-10",0.767076084017929,1.03024479568229
"soooys1","Haematopus fuliginosus","Sooty Oystercatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sora","Porzana carolina","Sora",FALSE,"3",2022-06-07,2022-07-12,"3",2022-11-29,2022-03-08,"3",2022-07-19,2022-11-15,"3",2022-03-15,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-12",0.857485483105478,0.0366370469687459
"soubou1","Laniarius ferrugineus","Southern Boubou",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,TRUE,"resident","south_africa",2016,2022,"02-08","07-19",0.740325667254618,0.170313483517277
"soufis1","Lanius collaris","Southern Fiscal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_africa",2016,2022,"02-08","05-10",0.657405488081757,0.337597163758641
"soulap1","Vanellus chilensis","Southern Lapwing",FALSE,"3",2022-09-13,2022-03-01,"3",2022-05-10,2022-06-14,"3",2022-03-08,2022-05-03,"3",2022-06-21,2022-09-06,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"09-13","03-01",0.779418679539714,0.468398203536812
"spbduc","Anas zonorhyncha","Eastern Spot-billed Duck",FALSE,"1",2022-05-10,2022-06-07,"1",2022-12-13,2022-12-27,"1",2022-09-06,2022-11-01,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spbfan1","Rhipidura albogularis","Spot-breasted Fantail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"01-18","05-31",0.781691416729812,0.538707681589276
"spbori","Icterus pectoralis","Spot-breasted Oriole",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spbpel1","Pelecanus philippensis","Spot-billed Pelican",FALSE,"1",2022-10-11,2022-03-29,"1",2022-07-26,2022-10-04,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spbwre1","Pheugopedius maculipectus","Spot-breasted Wren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","06-28",0.883611192247249,-0.0824785157277051
"speeid","Somateria fischeri","Spectacled Eider",FALSE,"2",2022-06-07,2022-07-26,"0",NA,NA,"2",2022-08-02,2022-10-25,"2",2022-05-17,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spepig1","Columba guinea","Speckled Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"splfai1","Malurus splendens","Splendid Fairywren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-04-05,TRUE,"resident","aus_nz",2013,2021,"09-13","02-22",0.763319600011916,0.355372222867917
"spodov","Spilopelia chinensis","Spotted Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sponot1","Nothura maculosa","Spotted Nothura",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"05-03","11-29",0.732149416882399,1.05260662646649
"spoowl","Strix occidentalis","Spotted Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spoowl1","Athene brama","Spotted Owlet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-04-26,2022-01-25,TRUE,"resident","india_se_asia",2015,2022,"03-15","05-31",0.797091908618586,0.470684607944792
"spopar1","Pardalotus punctatus","Spotted Pardalote",FALSE,"2",2022-08-09,2022-03-08,"2",2022-04-12,2022-08-02,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sposan","Actitis macularius","Spotted Sandpiper",FALSE,"3",2022-06-14,2022-06-28,"3",2022-12-06,2022-03-08,"3",2022-07-05,2022-11-29,"3",2022-03-15,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","06-28",0.864709016323003,-0.128091793614898
"sposta1","Sturnus unicolor","Spotless Starling",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","iberia",2014,2022,"01-04","12-27",0.740054116994569,0.357836646688833
"spotow","Pipilo maculatus","Spotted Towhee",FALSE,"3",2022-05-31,2022-08-16,"3",2022-11-29,2022-02-15,"3",2022-08-23,2022-11-22,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-16",0.864409634818232,0.15818379400457
"spowoo1","Xiphorhynchus erythropygius","Spotted Woodcreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","05-10",0.61437386871536,1.98659910150953
"sprgro","Canachites canadensis","Spruce Grouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"04-12","07-05",0.621546015580536,1.36481732061135
"sprpip","Anthus spragueii","Sprague's Pipit",FALSE,"3",2022-05-17,2022-07-26,"2",2022-11-29,2022-02-22,"3",2022-08-30,2022-11-22,"3",2022-03-01,2022-05-10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"spvear1","Colibri coruscans","Sparkling Violetear",FALSE,"3",2022-03-01,2022-05-31,"3",2022-10-04,2022-11-22,"3",2022-06-07,2022-09-27,"3",2022-11-29,2022-02-22,NA,NA,NA,TRUE,"breeding","south_america",2015,2022,"03-01","05-31",0.761748821177833,-0.192531154915648
"spwqua1","Odontophorus guttatus","Spotted Wood-Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sstspa","Ammospiza caudacuta","Saltmarsh Sparrow",FALSE,"3",2022-05-24,2022-09-06,"3",2022-12-13,2022-03-15,"3",2022-09-13,2022-12-06,"3",2022-03-22,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","09-06",0.736105230781496,-0.778796660742831
"steeid","Polysticta stelleri","Steller's Eider",FALSE,"2",2022-06-21,2022-07-12,"2",2022-03-15,2022-04-12,"2",2022-07-19,2022-10-25,"2",2022-05-24,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"stejay","Cyanocitta stelleri","Steller's Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"03-01","05-31",0.916159281570463,0.0379325444500791
"sthspa1","Peucaea ruficauda","Stripe-headed Sparrow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"sthwoo1","Lepidocolaptes souleyetii","Streak-headed Woodcreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.836512720354161,0.963256434501236
"stisan","Calidris himantopus","Stilt Sandpiper",FALSE,"3",2022-06-14,2022-06-21,"3",2022-11-15,2022-02-15,"3",2022-06-28,2022-11-08,"3",2022-02-22,2022-06-07,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"strfly1","Myiodynastes maculatus","Streaked Flycatcher",FALSE,"2",2022-10-25,2022-01-25,"3",2022-05-24,2022-07-19,"3",2022-02-01,2022-05-17,"3",2022-07-26,2022-10-18,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"10-25","01-25",0.727547105377909,0.995455180728837
"strsal1","Saltator striatipectus","Streaked Saltator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2014,2021,"12-06","03-22",0.698176946975407,0.854688240279869
"strtho1","Acanthiza lineata","Striated Thornbill",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"strwoo6","Dryobates lignarius","Striped Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"stvhum2","Saucerottia saucerottei","Steely-vented Hummingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"subfly","Myiodynastes luteiventris","Sulphur-bellied Flycatcher",FALSE,"3",2022-05-31,2022-08-16,"2",2022-11-22,2022-02-08,"2",2022-09-20,2022-11-15,"2",2022-02-15,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-16",0.798904851287968,-0.176797644875899
"succoc","Cacatua galerita","Sulphur-crested Cockatoo",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-19","10-18",0.842357894926189,0.239409729996961
"sumtan","Piranga rubra","Summer Tanager",FALSE,"3",2022-05-31,2022-08-09,"3",2022-11-22,2022-02-22,"3",2022-08-16,2022-11-15,"3",2022-03-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-09",0.899930854388797,0.164051363856704
"supfai1","Malurus cyaneus","Superb Fairywren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-12","10-11",0.851981461791127,-0.0164607015010621
"surfbi","Calidris virgata","Surfbird",FALSE,"3",2022-05-31,2022-06-21,"3",2022-10-18,2022-03-01,"3",2022-06-28,2022-10-11,"3",2022-03-08,2022-05-24,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"10-18","03-01",0.744033069271672,-0.585105855603264
"sursco","Melanitta perspicillata","Surf Scoter",FALSE,"2",2022-06-14,2022-07-12,"3",2022-01-18,2022-02-01,"2",2022-08-30,2022-11-22,"3",2022-03-29,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2012,2022,"01-18","02-01",0.655994758546506,0.425937740790243
"swahar1","Circus approximans","Swamp Harrier",FALSE,"2",2022-11-01,2022-01-04,"2",2022-04-05,2022-06-28,"2",2022-01-11,2022-03-29,"2",2022-07-05,2022-10-25,NA,NA,NA,TRUE,"nonbreeding","aus_nz",2014,2022,"04-05","06-28",0.72899955740456,0.0126377670935558
"swahaw","Buteo swainsoni","Swainson's Hawk",FALSE,"3",2022-05-17,2022-07-26,"3",2022-11-29,2022-01-18,"3",2022-08-02,2022-11-22,"3",2022-01-25,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","07-26",0.747810425433981,0.95190498918378
"swaspa","Melospiza georgiana","Swamp Sparrow",FALSE,"3",2022-05-31,2022-08-30,"3",2022-12-13,2022-02-22,"3",2022-09-06,2022-12-06,"3",2022-03-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-30",0.864819796810229,0.122034843735816
"swathr","Catharus ustulatus","Swainson's Thrush",FALSE,"3",2022-06-14,2022-08-09,"3",2022-11-22,2022-02-15,"3",2022-08-16,2022-11-15,"3",2022-02-22,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-09",0.865142660809231,0.269413911858444
"swawar","Limnothlypis swainsonii","Swainson's Warbler",FALSE,"3",2022-05-10,2022-07-19,"3",2022-11-08,2022-03-15,"3",2022-08-09,2022-11-01,"3",2022-03-22,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","07-19",0.738452037439999,0.389053937470169
"swtkit","Elanoides forficatus","Swallow-tailed Kite",FALSE,"2",2022-04-12,2022-07-12,"3",2022-10-25,2022-01-11,"3",2022-07-19,2022-10-18,"3",2022-01-18,2022-04-05,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-12","07-12",0.674824266262436,-0.628685050229963
"syrwoo1","Dendrocopos syriacus","Syrian Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"taibap1","Bambusicola sonorivox","Taiwan Bamboo-Partridge",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2012,2022,"02-01","05-17",0.795265304579228,0.0784337576933129
"taibar2","Psilopogon nuchalis","Taiwan Barbet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2012,2022,"02-01","05-17",0.776929965124451,0.311171809348328
"taiscb1","Pomatorhinus musicus","Taiwan Scimitar-Babbler",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2012,2022,"02-08","05-10",0.764817199630954,0.349200628299936
"tenwar","Leiothlypis peregrina","Tennessee Warbler",FALSE,"3",2022-06-14,2022-07-12,"3",2022-12-06,2022-03-08,"3",2022-07-19,2022-11-22,"3",2022-03-15,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-12",0.762904086873404,0.673678837934044
"thbkin","Tyrannus crassirostris","Thick-billed Kingbird",FALSE,"3",2022-04-26,2022-07-12,"3",2022-11-08,2022-03-29,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-26","07-12",0.819956952107051,0.426462712480284
"thelar1","Galerida theklae","Thekla's Lark",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","iberia",2014,2022,"02-01","05-31",0.809999350774572,-0.32890092796623
"thtray1","Aphrastura spinicauda","Thorn-tailed Rayadito",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2014,2021,"12-13","05-10",0.701446289064261,0.598451299467579
"tomtit1","Petroica macrocephala","Tomtit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"09-27","01-04",0.650946527088767,0.686811071795686
"torcro2","Corvus orru","Torresian Crow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"05-03","10-18",0.814064330690436,0.488946814505604
"towsol","Myadestes townsendi","Townsend's Solitaire",FALSE,"2",2022-06-07,2022-08-23,"2",2022-11-22,2022-03-01,"2",2022-08-30,2022-11-15,"2",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-23",0.85048038600962,0.117035152752404
"towwar","Setophaga townsendi","Townsend's Warbler",FALSE,"3",2022-06-21,2022-07-19,"3",2022-11-22,2022-03-01,"3",2022-08-09,2022-11-15,"3",2022-03-08,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-19",0.840197079878604,0.28993391850067
"treswa","Tachycineta bicolor","Tree Swallow",FALSE,"3",2022-05-31,2022-06-21,"3",2022-12-06,2022-01-18,"3",2022-06-28,2022-11-29,"3",2022-01-25,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-21",0.882016713889159,-0.0650984298056457
"tribla","Agelaius tricolor","Tricolored Blackbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","04-26",0.661799989227867,1.338041627917
"triher","Egretta tricolor","Tricolored Heron",FALSE,"3",2022-04-12,2022-05-17,"3",2022-12-06,2022-03-01,"3",2022-05-24,2022-11-29,"3",2022-03-08,2022-04-05,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-12","05-17",0.723201522056287,0.791705917956388
"trokin","Tyrannus melancholicus","Tropical Kingbird",FALSE,"3",2022-06-14,2022-08-30,"3",2022-11-01,2022-02-22,"3",2022-09-06,2022-10-25,"3",2022-03-01,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-30",0.836743252997461,-0.016170200617976
"tromoc","Mimus gilvus","Tropical Mockingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2014,2021,"12-13","05-10",0.733759438072248,0.706062916918272
