"state","state_name","species_code","common_name","scientific_name","percent_pop_breeding","percent_pop_postbreeding_migration","percent_pop_nonbreeding","percent_pop_prebreeding_migration","max_week_season","max_week","max_week_percent_pop","state_rank_breeding","breeding_habitat_primary","breeding_habitat_secondary"
"VT","Vermont","carwre","Carolina Wren","Thryothorus ludovicianus",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"33 of 33","Forests:  Temperate Eastern",NA
"VT","Vermont","caster1","Caspian Tern","Hydroprogne caspia",0.2,0.11,0,0.04,"postbreeding_migration","08-09",0.5387,"16 of 33","Wetlands:  Lakes and Rivers",NA
"VT","Vermont","cedwax","Cedar Waxwing","Bombycilla cedrorum",0.56,0.21,0.12,0.24,"breeding","06-28",0.6389,"20 of 41","Forests:  Temperate Generalist",NA
"VT","Vermont","chispa","Chipping Sparrow","Spizella passerina",0.19,0.12,0,0.08,"postbreeding_migration","10-04",0.2586,"45 of 48","Forests:  Temperate Generalist",NA
"VT","Vermont","chiswi","Chimney Swift","Chaetura pelagica",0.13,0.02,0,0.06,"breeding","06-07",0.1665,"35 of 41","Open Country Aerial:  Developed/Disturbed","Open Country Aerial:  Habitat Mosaic"
"VT","Vermont","chswar","Chestnut-sided Warbler","Setophaga pensylvanica",1.7,0.88,0,1.72,"prebreeding_migration","05-10",2.307,"7 of 21","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","comgol","Common Goldeneye","Bucephala clangula",0.01,0.25,0.79,0.29,"postbreeding_migration","12-06",1.035,"8 of 8","Wetlands:  Forested","Wetlands:  Lakes and Rivers"
"VT","Vermont","comgra","Common Grackle","Quiscalus quiscula",0.13,0.03,0,0.14,"prebreeding_migration","04-05",0.2755,"39 of 42","Open Country:  Habitat Mosaic",NA
"VT","Vermont","comloo","Common Loon","Gavia immer",0.06,0.14,0.05,0.05,"postbreeding_migration","11-08",0.7388,"10 of 13","Wetlands:  Lakes and Rivers",NA
"VT","Vermont","commer","Common Merganser","Mergus merganser",0.04,0.29,0.17,0.12,"prebreeding_migration","04-05",0.623,"17 of 26","Wetlands:  Forested","Wetlands:  Lakes and Rivers"
"VT","Vermont","comnig","Common Nighthawk","Chordeiles minor",0,0.1,0,0,"postbreeding_migration","08-23",0.276,NA,"Open Country Aerial:  Habitat Mosaic",NA
"VT","Vermont","comrav","Common Raven","Corvus corax",0.02,0.02,0.02,0.02,"resident","year round resident",NA,"24 of 29","Open Country:  Habitat Mosaic",NA
"VT","Vermont","comred","Common Redpoll","Acanthis flammea",0,0.01,0.06,0.08,"prebreeding_migration","02-15",0.1524,NA,"Tundra:  Arctic","Forests:  Boreal"
"VT","Vermont","comyel","Common Yellowthroat","Geothlypis trichas",0.61,0.53,0,0.46,"prebreeding_migration","05-17",1.015,"29 of 49","Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"VT","Vermont","coohaw","Cooper's Hawk","Accipiter cooperii",0.08,0.07,0.04,0.11,"breeding","06-07",0.2061,"48 of 49","Forests:  Temperate Generalist",NA
"VT","Vermont","daejun","Dark-eyed Junco","Junco hyemalis",0.11,0.18,0.15,0.19,"postbreeding_migration","10-25",0.3592,"19 of 26","Forests:  Temperate Generalist",NA
"VT","Vermont","doccor","Double-crested Cormorant","Nannopterum auritum",0.47,0.29,0,0.1,"breeding","06-21",0.9553,"23 of 48","Wetlands:  Generalist","Coasts:  Beach and Estuary"
"VT","Vermont","dowwoo","Downy Woodpecker","Dryobates pubescens",0.33,0.33,0.33,0.33,"resident","year round resident",NA,"41 of 50","Forests:  Temperate Generalist",NA
"VT","Vermont","easblu","Eastern Bluebird","Sialia sialis",0.2,0.23,0.16,0.3,"prebreeding_migration","04-05",0.4229,"34 of 41","Forests:  Temperate Eastern","Forests:  Mesoamerican Pine-Oak"
"VT","Vermont","easkin","Eastern Kingbird","Tyrannus tyrannus",0.19,0.05,0,0.1,"prebreeding_migration","05-17",0.2139,"41 of 45","Open Country:  Habitat Mosaic","Grasslands:  Temperate"
"VT","Vermont","easmea","Eastern Meadowlark","Sturnella magna",0.02,0,0,0.01,"breeding","05-03",0.02853,"30 of 31","Grasslands:  Temperate","Grasslands:  Tropical"
"VT","Vermont","easowl1","Eastern Screech-Owl","Megascops asio",0.04,0.04,0.04,0.04,"resident","year round resident",NA,"38 of 39","Forests:  Temperate Eastern",NA
"VT","Vermont","easpho","Eastern Phoebe","Sayornis phoebe",0.87,0.33,0,0.64,"prebreeding_migration","04-19",1.404,"28 of 38","Open Country:  Habitat Mosaic","Forests:  Temperate Eastern"
"VT","Vermont","eastow","Eastern Towhee","Pipilo erythrophthalmus",0.12,0.03,0,0.09,"prebreeding_migration","05-17",0.1987,"32 of 36","Forests:  Temperate Eastern",NA
"VT","Vermont","easwpw1","Eastern Whip-poor-will","Antrostomus vociferus",0.05,0,0,0.07,"unidentified","09-06",0.1504,"29 of 32","Forests:  Temperate Eastern",NA
"VT","Vermont","eawpew","Eastern Wood-Pewee","Contopus virens",0.53,0.21,0,0.23,"breeding","06-14",0.5957,"31 of 37","Forests:  Temperate Eastern",NA
"VT","Vermont","eursta","European Starling","Sturnus vulgaris",0.01,0.02,0.03,0.03,"nonbreeding","12-20",0.0393,"48 of 48","Open Country:  Developed/Disturbed",NA
"VT","Vermont","evegro","Evening Grosbeak","Coccothraustes vespertinus",0.01,0.33,0.33,0.05,"nonbreeding","12-13",0.8893,"17 of 17","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","fiespa","Field Sparrow","Spizella pusilla",0.09,0.02,0,0.08,"prebreeding_migration","05-17",0.1705,"35 of 39","Open Country:  Habitat Mosaic","Forests:  Temperate Eastern"
"VT","Vermont","foxspa","Fox Sparrow","Passerella iliaca",0,0.03,0,0,"postbreeding_migration","11-01",0.1618,NA,"Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","gbbgul","Great Black-backed Gull","Larus marinus",0.05,0,0.06,0,"breeding","06-21",0.1604,"12 of 14","Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"VT","Vermont","gockin","Golden-crowned Kinglet","Regulus satrapa",0.19,0.28,0.2,0.39,"prebreeding_migration","04-12",0.6126,"14 of 27","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","gowwar","Golden-winged Warbler","Vermivora chrysoptera",0.03,0,0,0.09,"prebreeding_migration","06-07",0.1457,"9 of 12","Forests:  Temperate Eastern",NA
"VT","Vermont","grbher3","Great Blue Heron","Ardea herodias",0.11,0.09,0,0.05,"postbreeding_migration","07-26",0.1604,"48 of 49","Wetlands:  Generalist","Coasts:  Saltmarsh"
"VT","Vermont","grcfly","Great Crested Flycatcher","Myiarchus crinitus",0.24,0.07,0,0.14,"breeding","06-21",0.2759,"35 of 39","Forests:  Temperate Eastern",NA
"VT","Vermont","gresca","Greater Scaup","Aythya marila",0,0.44,0.58,0.27,"nonbreeding","12-27",1.573,NA,"Wetlands:  Tundra",NA
"VT","Vermont","grhowl","Great Horned Owl","Bubo virginianus",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"49 of 49","Open Country:  Habitat Mosaic",NA
"VT","Vermont","grnher","Green Heron","Butorides virescens",0.05,0.02,0,0.03,"breeding","07-26",0.07354,"38 of 42","Wetlands:  Freshwater Marsh",NA
"VT","Vermont","grycat","Gray Catbird","Dumetella carolinensis",0.59,0.45,0,0.39,"postbreeding_migration","08-16",0.6781,"30 of 46","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","haiwoo","Hairy Woodpecker","Dryobates villosus",0.42,0.42,0.42,0.42,"resident","year round resident",NA,"39 of 49","Forests:  Generalist",NA
"VT","Vermont","hergul","Herring Gull","Larus argentatus",0,0.01,0.02,0,"nonbreeding","12-27",0.02454,NA,"Coasts:  Beach and Estuary","Wetlands:  Lakes and Rivers"
"VT","Vermont","herthr","Hermit Thrush","Catharus guttatus",0.36,0.37,0,0.32,"breeding","08-09",1.273,"18 of 27","Forests:  Temperate Generalist",NA
"VT","Vermont","hoomer","Hooded Merganser","Lophodytes cucullatus",0.12,0.28,0.16,0.3,"postbreeding_migration","11-29",0.7461,"17 of 29","Wetlands:  Forested","Wetlands:  Lakes and Rivers"
"VT","Vermont","horgre","Horned Grebe","Podiceps auritus",0,0.08,0.03,0,"postbreeding_migration","11-15",0.2243,NA,"Wetlands:  Freshwater Marsh",NA
"VT","Vermont","horlar","Horned Lark","Eremophila alpestris",0,0,0.01,0.01,"nonbreeding","01-25",0.02514,NA,"Grasslands:  Temperate","Tundra:  Arctic"
"VT","Vermont","houfin","House Finch","Haemorhous mexicanus",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"49 of 49","Open Country:  Habitat Mosaic","Aridlands:  Desert Scrub"
"VT","Vermont","houwre","House Wren","Troglodytes aedon",0.05,0.02,0,0.02,"postbreeding_migration","08-16",0.06325,"35 of 42","Forests:  Generalist","Open Country:  Developed/Disturbed"
"VT","Vermont","hudgod","Hudsonian Godwit","Limosa haemastica",0,0.01,0,0,"postbreeding_migration","09-27",0.1416,NA,"Wetlands:  Boreal",NA
"VT","Vermont","indbun","Indigo Bunting","Passerina cyanea",0.17,0.04,0,0.07,"breeding","07-26",0.1839,"31 of 40","Forests:  Temperate Eastern",NA
"VT","Vermont","killde","Killdeer","Charadrius vociferus",0.02,0,0,0.02,"prebreeding_migration","04-05",0.06155,"47 of 48","Open Country:  Habitat Mosaic","Wetlands:  Generalist"
"VT","Vermont","leabit","Least Bittern","Ixobrychus exilis",0.01,0.01,0,0,"postbreeding_migration","08-02",0.02283,"35 of 35","Wetlands:  Freshwater Marsh",NA
"VT","Vermont","leafly","Least Flycatcher","Empidonax minimus",0.33,0.15,0,0.32,"prebreeding_migration","05-10",0.8498,"10 of 22","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","lessca","Lesser Scaup","Aythya affinis",0,0.05,0.1,0.05,"nonbreeding","01-11",0.1711,NA,"Wetlands:  Lakes and Rivers","Wetlands:  Freshwater Marsh"
"VT","Vermont","linspa","Lincoln's Sparrow","Melospiza lincolnii",0,0.02,0,0,"postbreeding_migration","09-27",0.1309,NA,"Wetlands:  Boreal","Forests:  Temperate Western"
"VT","Vermont","louwat","Louisiana Waterthrush","Parkesia motacilla",0.3,0.03,0,0.23,"prebreeding_migration","05-17",0.5153,"26 of 34","Wetlands:  Lakes and Rivers","Forests:  Temperate Eastern"
"VT","Vermont","magwar","Magnolia Warbler","Setophaga magnolia",0.21,0.37,0,0.29,"postbreeding_migration","08-30",0.7301,"9 of 13","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","mallar3","Mallard","Anas platyrhynchos",0.02,0.01,0.01,0.02,"prebreeding_migration","04-05",0.03438,"43 of 48","Wetlands:  Generalist",NA
"VT","Vermont","marwre","Marsh Wren","Cistothorus palustris",0.06,0.04,0,0.05,"prebreeding_migration","05-10",0.1043,"34 of 38","Wetlands:  Freshwater Marsh",NA
"VT","Vermont","merlin","Merlin","Falco columbarius",0.01,0.01,0.01,0.02,"prebreeding_migration","04-12",0.05352,"11 of 11","Forests:  Boreal","Open Country:  Habitat Mosaic"
"VT","Vermont","moudov","Mourning Dove","Zenaida macroura",0.06,0.06,0.18,0.14,"nonbreeding","02-22",0.2517,"46 of 48","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"VT","Vermont","mouwar","Mourning Warbler","Geothlypis philadelphia",0.34,0.18,0,0.78,"prebreeding_migration","05-17",2.595,"7 of 11","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","naswar","Nashville Warbler","Leiothlypis ruficapilla",0.13,0.18,0,0.23,"prebreeding_migration","05-10",0.652,"12 of 14","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","norcar","Northern Cardinal","Cardinalis cardinalis",0.06,0.06,0.06,0.06,"resident","year round resident",NA,"37 of 40","Open Country:  Habitat Mosaic","Aridlands:  Desert Scrub"
"VT","Vermont","norfli","Northern Flicker","Colaptes auratus",0.17,0.11,0.01,0.15,"prebreeding_migration","04-26",0.3052,"45 of 49","Forests:  Generalist",NA
"VT","Vermont","norgos","American Goshawk","Accipiter atricapillus",0.14,0,0.05,0.03,"breeding","05-03",0.4744,"13 of 18","Forests:  Boreal","Forests:  Boreal"
"VT","Vermont","norhar2","Northern Harrier","Circus hudsonius",0.02,0.02,0.01,0.03,"prebreeding_migration","04-12",0.05795,"22 of 24","Grasslands:  Temperate","Wetlands:  Freshwater Marsh"
"VT","Vermont","norpar","Northern Parula","Setophaga americana",0.35,0.17,0,0.19,"prebreeding_migration","05-17",0.5385,"27 of 30","Forests:  Temperate Eastern","Forests:  Boreal"
"VT","Vermont","norshr4","Northern Shrike","Lanius borealis",0,0.03,0.1,0.07,"prebreeding_migration","03-01",0.2261,NA,"Forests:  Boreal","Tundra:  Arctic"
"VT","Vermont","norwat","Northern Waterthrush","Parkesia noveboracensis",0.04,0.01,0,0.09,"prebreeding_migration","05-03",0.5242,"12 of 17","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis",0.02,0,0,0.01,"breeding","07-05",0.02461,"47 of 48","Open Country Aerial:  Habitat Mosaic","Wetlands Aerial:  Lakes and Rivers"
"VT","Vermont","nswowl","Northern Saw-whet Owl","Aegolius acadicus",0,0.11,0.25,0.01,"postbreeding_migration","11-08",0.8742,NA,"Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","olsfly","Olive-sided Flycatcher","Contopus cooperi",0.02,0.02,0,0.02,"postbreeding_migration","09-06",0.08404,"19 of 19","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","osprey","Osprey","Pandion haliaetus",0.17,0.05,0,0.09,"prebreeding_migration","05-03",0.3277,"34 of 46","Wetlands:  Lakes and Rivers","Coasts:  Saltmarsh"
"VT","Vermont","ovenbi1","Ovenbird","Seiurus aurocapilla",1.67,0.5,0,1.46,"prebreeding_migration","05-10",2.745,"7 of 34","Forests:  Temperate Eastern","Forests:  Boreal"
"VT","Vermont","palwar","Palm Warbler","Setophaga palmarum",0,0.08,0,0.05,"postbreeding_migration","10-04",0.2786,NA,"Wetlands:  Boreal",NA
"VT","Vermont","perfal","Peregrine Falcon","Falco peregrinus",0.01,0.01,0,0.01,"prebreeding_migration","03-29",0.07744,"24 of 24","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"VT","Vermont","phivir","Philadelphia Vireo","Vireo philadelphicus",0,0.22,0,0.02,"postbreeding_migration","09-13",0.995,NA,"Forests:  Boreal",NA
"VT","Vermont","pibgre","Pied-billed Grebe","Podilymbus podiceps",0.01,0.01,0,0.01,"prebreeding_migration","04-05",0.02151,"37 of 37","Wetlands:  Freshwater Marsh",NA
"VT","Vermont","pilwoo","Pileated Woodpecker","Dryocopus pileatus",0.36,0.36,0.36,0.36,"resident","year round resident",NA,"32 of 40","Forests:  Temperate Generalist",NA
"VT","Vermont","pingro","Pine Grosbeak","Pinicola enucleator",0,0.02,0.02,0,"nonbreeding","11-29",0.07735,NA,"Forests:  Boreal",NA
"VT","Vermont","pinsis","Pine Siskin","Spinus pinus",0,0.04,0.22,0.14,"nonbreeding","03-15",0.4099,NA,"Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","pinwar","Pine Warbler","Setophaga pinus",0.36,0.11,0,0.15,"prebreeding_migration","05-03",0.5343,"27 of 32","Forests:  Temperate Eastern",NA
"VT","Vermont","prawar","Prairie Warbler","Setophaga discolor",0.05,0,0,0.02,"prebreeding_migration","05-17",0.05737,"28 of 29","Forests:  Temperate Eastern",NA
"VT","Vermont","purfin","Purple Finch","Haemorhous purpureus",0.62,0.64,1.08,1.03,"prebreeding_migration","03-01",2.313,"10 of 16","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","rebmer","Red-breasted Merganser","Mergus serrator",0,0.01,0,0,"prebreeding_migration","04-26",0.02069,NA,"Wetlands:  Tundra","Wetlands:  Boreal"
"VT","Vermont","rebnut","Red-breasted Nuthatch","Sitta canadensis",0.45,0.39,0.47,0.5,"prebreeding_migration","04-26",0.5614,"15 of 30","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","rebwoo","Red-bellied Woodpecker","Melanerpes carolinus",0.05,0.05,0.05,0.05,"resident","year round resident",NA,"36 of 38","Forests:  Temperate Eastern",NA
"VT","Vermont","redcro","Red Crossbill","Loxia curvirostra",0.01,0.04,0.11,0.03,"nonbreeding","11-29",0.2252,"26 of 26","Forests:  Temperate Generalist",NA
"VT","Vermont","reevir1","Red-eyed Vireo","Vireo olivaceus",0.91,0.56,0,0.56,"breeding","07-26",1.093,"17 of 42","Forests:  Temperate Generalist",NA
"VT","Vermont","rengre","Red-necked Grebe","Podiceps grisegena",0,0,0,0.01,"postbreeding_migration","11-08",0.05059,NA,"Wetlands:  Lakes and Rivers",NA
"VT","Vermont","reshaw","Red-shouldered Hawk","Buteo lineatus",0.07,0.04,0,0.04,"postbreeding_migration","09-06",0.1042,"35 of 38","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","rethaw","Red-tailed Hawk","Buteo jamaicensis",0.06,0.11,0.06,0.09,"postbreeding_migration","10-25",0.1699,"47 of 49","Open Country:  Habitat Mosaic",NA
"VT","Vermont","rewbla","Red-winged Blackbird","Agelaius phoeniceus",0.14,0.05,0,0.05,"breeding","05-10",0.1644,"45 of 48","Open Country:  Habitat Mosaic","Wetlands:  Freshwater Marsh"
"VT","Vermont","ribgul","Ring-billed Gull","Larus delawarensis",0.22,0.24,0.02,0.14,"breeding","06-21",0.7951,"20 of 42","Wetlands:  Generalist",NA
"VT","Vermont","rinduc","Ring-necked Duck","Aythya collaris",0,0.04,0.01,0.08,"prebreeding_migration","04-05",0.2737,NA,"Wetlands:  Boreal",NA
"VT","Vermont","robgro","Rose-breasted Grosbeak","Pheucticus ludovicianus",0.76,0.43,0,0.46,"postbreeding_migration","08-23",1.065,"14 of 27","Forests:  Temperate Eastern",NA
"VT","Vermont","rocpig","Rock Pigeon","Columba livia",0.01,0.01,0.01,0.01,"resident","year round resident",NA,"40 of 40","Open Country:  Developed/Disturbed",NA
"VT","Vermont","rolhaw","Rough-legged Hawk","Buteo lagopus",0,0,0.03,0.01,"nonbreeding","01-11",0.04856,NA,"Tundra:  Arctic",NA
"VT","Vermont","rthhum","Ruby-throated Hummingbird","Archilochus colubris",0.47,0.29,0,0.27,"prebreeding_migration","05-17",0.577,"28 of 37","Forests:  Temperate Eastern",NA
"VT","Vermont","ruckin","Ruby-crowned Kinglet","Corthylio calendula",0.01,0.1,0,0.11,"prebreeding_migration","04-26",0.4733,"20 of 20","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","rufgro","Ruffed Grouse","Bonasa umbellus",0.34,0.34,0.34,0.34,"resident","year round resident",NA,"12 of 23","Forests:  Temperate Generalist",NA
"VT","Vermont","rusbla","Rusty Blackbird","Euphagus carolinus",0,0.02,0,0.01,"postbreeding_migration","10-25",0.1276,NA,"Wetlands:  Boreal",NA
"VT","Vermont","savspa","Savannah Sparrow","Passerculus sandwichensis",0.04,0.01,0,0.04,"prebreeding_migration","05-03",0.2224,"23 of 25","Grasslands:  Temperate","Tundra:  Arctic"
"VT","Vermont","scatan","Scarlet Tanager","Piranga olivacea",1.63,0.53,0,0.66,"breeding","08-02",1.954,"19 of 34","Forests:  Temperate Eastern",NA
"VT","Vermont","semplo","Semipalmated Plover","Charadrius semipalmatus",0,0.01,0,0,"postbreeding_migration","09-13",0.03643,NA,"Coasts:  Beach and Estuary","Tundra:  Arctic"
"VT","Vermont","sheowl","Short-eared Owl","Asio flammeus",0,0.01,0.01,0.01,"prebreeding_migration","03-15",0.0611,NA,"Tundra:  Arctic","Grasslands:  Temperate"
"VT","Vermont","shshaw","Sharp-shinned Hawk","Accipiter striatus",0.16,0.12,0.03,0.09,"breeding","06-28",0.2489,"19 of 32","Forests:  Temperate Generalist",NA
"VT","Vermont","snobun","Snow Bunting","Plectrophenax nivalis",0,0.02,0.24,0.01,"prebreeding_migration","03-01",0.4311,NA,"Tundra:  Arctic",NA
"VT","Vermont","snogoo","Snow Goose","Anser caerulescens",0,0.04,0,0.01,"postbreeding_migration","12-06",0.2293,NA,"Wetlands:  Tundra","Tundra:  Arctic"
"VT","Vermont","snoowl1","Snowy Owl","Bubo scandiacus",0,0.04,0.04,0.01,"postbreeding_migration","11-29",0.09993,NA,"Tundra:  Arctic",NA
"VT","Vermont","solsan","Solitary Sandpiper","Tringa solitaria",0,0,0,0.01,"prebreeding_migration","05-17",0.07879,NA,"Wetlands:  Boreal",NA
"VT","Vermont","sonspa","Song Sparrow","Melospiza melodia",0.65,0.39,0.01,0.56,"prebreeding_migration","04-12",0.9951,"24 of 43","Open Country:  Habitat Mosaic",NA
"VT","Vermont","sposan","Spotted Sandpiper","Actitis macularius",0.02,0.02,0,0.04,"prebreeding_migration","05-17",0.1405,"28 of 33","Wetlands:  Generalist",NA
"VT","Vermont","swaspa","Swamp Sparrow","Melospiza georgiana",0.25,0.13,0,0.36,"prebreeding_migration","04-26",1.001,"13 of 21","Wetlands:  Boreal","Wetlands:  Freshwater Marsh"
"VT","Vermont","swathr","Swainson's Thrush","Catharus ustulatus",0.05,0.08,0,0.02,"postbreeding_migration","09-27",0.2655,"16 of 20","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","tenwar","Tennessee Warbler","Leiothlypis peregrina",0,0.09,0,0.05,"postbreeding_migration","09-13",0.4832,NA,"Forests:  Boreal",NA
"VT","Vermont","treswa","Tree Swallow","Tachycineta bicolor",0.18,0,0,0.12,"prebreeding_migration","04-26",0.3443,"34 of 47","Wetlands Aerial:  Generalist",NA
"VT","Vermont","tuftit","Tufted Titmouse","Baeolophus bicolor",0.19,0.19,0.19,0.19,"resident","year round resident",NA,"31 of 35","Forests:  Temperate Eastern",NA
"VT","Vermont","turvul","Turkey Vulture","Cathartes aura",0.05,0.02,0,0.03,"prebreeding_migration","04-19",0.06152,"45 of 48","Open Country:  Habitat Mosaic",NA
"VT","Vermont","veery","Veery","Catharus fuscescens",1.5,1.14,0,1.67,"prebreeding_migration","05-17",1.979,"8 of 29","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","virrai","Virginia Rail","Rallus limicola",0.13,0.03,0,0.11,"breeding","07-26",0.3128,"25 of 35","Wetlands:  Freshwater Marsh",NA
"VT","Vermont","warvir","Warbling Vireo","Vireo gilvus",0.12,0.07,0,0.12,"prebreeding_migration","05-10",0.196,"33 of 43","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","whbnut","White-breasted Nuthatch","Sitta carolinensis",0.65,0.65,0.65,0.65,"resident","year round resident",NA,"34 of 48","Forests:  Temperate Eastern","Forests:  Temperate Western"
"VT","Vermont","whcspa","White-crowned Sparrow","Zonotrichia leucophrys",0,0.01,0,0,"postbreeding_migration","10-11",0.05141,NA,"Tundra:  Arctic","Forests:  Boreal"
"VT","Vermont","whtspa","White-throated Sparrow","Zonotrichia albicollis",0.12,0.4,0.02,0.19,"postbreeding_migration","10-04",1.023,"7 of 9","Forests:  Boreal",NA
"VT","Vermont","whwcro","White-winged Crossbill","Loxia leucoptera",0,0,0.03,0.02,"nonbreeding","02-22",0.04223,NA,"Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","whwsco2","White-winged Scoter","Melanitta deglandi",0,0.04,0,0,"postbreeding_migration","11-01",0.1447,NA,"Wetlands:  Lakes and Rivers",NA
"VT","Vermont","wilfly","Willow Flycatcher","Empidonax traillii",0.11,0.06,0,0.2,"prebreeding_migration","05-24",0.2435,"29 of 39","Open Country:  Habitat Mosaic","Forests:  Temperate Western"
"VT","Vermont","wilsni1","Wilson's Snipe","Gallinago delicata",0.03,0,0,0.04,"prebreeding_migration","04-12",0.5434,"19 of 20","Wetlands:  Generalist",NA
"VT","Vermont","wiltur","Wild Turkey","Meleagris gallopavo",0.63,0.63,0.63,0.63,"resident","year round resident",NA,"35 of 49","Forests:  Temperate Generalist",NA
"VT","Vermont","winwre3","Winter Wren","Troglodytes hiemalis",0.72,0.79,0.02,1.15,"prebreeding_migration","04-05",2.702,"5 of 14","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","wlswar","Wilson's Warbler","Cardellina pusilla",0,0.01,0,0,"postbreeding_migration","08-30",0.02984,NA,"Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","wooduc","Wood Duck","Aix sponsa",0.28,0.19,0,0.17,"prebreeding_migration","04-19",0.3586,"38 of 48","Wetlands:  Forested","Forests:  Temperate Eastern"
"VT","Vermont","woothr","Wood Thrush","Hylocichla mustelina",0.91,0.35,0,0.57,"breeding","08-23",1.306,"25 of 36","Forests:  Temperate Eastern",NA
"VT","Vermont","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus",0.03,0,0,0.02,"breeding","07-05",0.04412,"38 of 40","Forests:  Temperate Eastern",NA
"VT","Vermont","yebfly","Yellow-bellied Flycatcher","Empidonax flaviventris",0.03,0.08,0,0.08,"prebreeding_migration","05-24",0.6673,"8 of 8","Forests:  Boreal",NA
"VT","Vermont","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius",1.11,0.65,0,1.22,"prebreeding_migration","04-12",2.513,"7 of 20","Forests:  Boreal","Forests:  Temperate Eastern"
"VT","Vermont","yelwar","Yellow Warbler","Setophaga petechia",0.1,0.02,0,0.09,"prebreeding_migration","05-10",0.1793,"31 of 39","Forests:  Temperate Generalist","Wetlands:  Generalist"
"VT","Vermont","yerwar","Yellow-rumped Warbler","Setophaga coronata",0.13,0.12,0,0.09,"postbreeding_migration","10-04",0.3481,"19 of 23","Forests:  Boreal","Forests:  Temperate Western"
"VT","Vermont","yetvir","Yellow-throated Vireo","Vireo flavifrons",0.11,0.07,0,0.06,"postbreeding_migration","09-06",0.2068,"33 of 37","Forests:  Temperate Eastern",NA
"VA","Virginia","acafly","Acadian Flycatcher","Empidonax virescens",7.73,4.01,0,5.49,"breeding","07-26",8.254,"2 of 32","Forests:  Temperate Eastern",NA
"VA","Virginia","ambduc","American Black Duck","Anas rubripes",0.13,0.4,3.05,0.58,"nonbreeding","02-08",3.991,"7 of 16","Wetlands:  Boreal","Coasts:  Saltmarsh"
"VA","Virginia","ameavo","American Avocet","Recurvirostra americana",0,0.01,0,0,"postbreeding_migration","11-15",0.05355,NA,"Wetlands:  Freshwater Marsh",NA
"VA","Virginia","amebit","American Bittern","Botaurus lentiginosus",0,0.02,0.17,0.01,"prebreeding_migration","04-05",0.5303,NA,"Wetlands:  Freshwater Marsh",NA
"VA","Virginia","amecro","American Crow","Corvus brachyrhynchos",2.08,1.91,2.3,1.67,"nonbreeding","01-04",2.509,"14 of 49","Open Country:  Habitat Mosaic","Open Country:  Developed/Disturbed"
"VA","Virginia","amegfi","American Goldfinch","Spinus tristis",2.38,2.16,1.75,3.12,"prebreeding_migration","04-19",4.789,"15 of 45","Open Country:  Habitat Mosaic",NA
"VA","Virginia","amekes","American Kestrel","Falco sparverius",0.04,0.18,0.21,0.11,"postbreeding_migration","10-11",0.3724,"34 of 44","Open Country:  Habitat Mosaic",NA
"VA","Virginia","ameoys","American Oystercatcher","Haematopus palliatus",3.02,6.44,1.58,2.46,"postbreeding_migration","08-23",8.842,"1 of 17","Coasts:  Beach and Estuary",NA
"VA","Virginia","amepip","American Pipit","Anthus rubescens",0,0.04,0.76,0.03,"nonbreeding","01-04",1.399,NA,"Tundra:  Alpine","Tundra:  Arctic"
"VA","Virginia","amered","American Redstart","Setophaga ruticilla",0.53,1.36,0,1.41,"prebreeding_migration","05-03",6.481,"10 of 36","Forests:  Temperate Generalist",NA
